"Deployment.id","Setup.date","Pickup.date","First.behaviour.start","Last.behaviour.end","Days.deployed","Days.observed","N.observations","Puma.name","Lat","Long","Carcass.species","Cam.id","Setup.crew","General.location","Comments","Carcass.age","Carcass.sex","Pumas","Species","Species.richness","N.kittens","Uncollared.puma.present","Bear.present","Bobcat.present","Coyote.present","Puma.present","Kitten alert","Kitten bed/rest","Kitten cache","Kitten defend","Kitten groom","Kitten mark","Kitten play","Puma alert","Puma bed/rest","Puma cache","Puma defend","Puma groom","Puma mark","Puma play","Total Alert Behaviour Counts","Total Feeding Time (s) Puma","Total Feeding Time (s) Kitten","Mean Feeding Bout Duration (s) Puma","Mean Feeding Bout Duration (s) Kitten","Std Dev Feeding Bout Duration (s) Puma","Std Dev Feeding Bout Duration (s) Kitten","Total Feeding Time (m) Pumas","Total Feeding Time (m) Black Bears","Total Feeding Time (m) Scavengers"
"5M_3Sep18","2018-09-03","2018-10-14","2018-09-03 10:26:22","2018-09-24 18:57:29",40,21.3549421296296,1214,"5M",41.71865,-122.15408,"Mule Deer","54 (Box 57)","JK, JH","Fox Flat ","No sign of 5M on receiver or approach; Kill site found ","Adult","Female","5M","UNKNOWN; CHIPMUNK; SQUIRREL golden-mantled ground; SKUNK western spotted; BIRD (other); SQUIRREL Douglas; VULTURE turkey; MOUSE; WOODRAT white-footed; PUMA",10,0,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,11,0,8,0,0,0,0,11,1964.222,0,57.7712352941176,0,73.383227262489,0,32.7370333333333,0,14.1837833333333
"5M_5Sep17","2017-09-05","2017-10-06","2017-09-05 16:27:14","2017-09-26 11:00:16",30,20.7312731481481,2515,"5M",41.64235,-121.60676,"Mule Deer","57","WB, EL","Fourmile Hill","Saw 5M upon approach for setup. He was sitting ~10m from carcass and loped away when we were ~20m from him. Scavenger sign notes need to be updated with deployment vs retrieval.","Adult","Male","5M","UNKNOWN; RAVEN common; VULTURE turkey; EAGLE golden; COYOTE; BIRD (other); SQUIRREL golden-mantled ground; PUMA",8,0,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,107,24,98,0,2,1,0,107,5857.014,0,39.04676,0,46.8957060285392,0,97.6169,0,889.453200000001
"7M_10May18","2018-05-10","2018-06-05",NA,NA,26,NA,0,"7M",41.49767,-121.83801,"Mule Deer","52","WB, EW","Asperin Butte","No sign of 7M when deploying camera.","Adult","Female",NA,NA,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0
"7M_15Feb18","2018-02-15","2018-03-21","2018-02-15 15:12:39","2018-02-25 17:10:25",34,10.0817824074074,964,"7M",41.62547,-121.84671,"Mule Deer","","BC, RL","Garner Butte","No sign of 7M when setting camera","Adult","Female","7M","UNKNOWN; MOUSE; JAY Stellar's; COYOTE; RAVEN common; JAY scrub; DEER Mule; SKUNK western spotted; FOX gray; ROBIN American; PUMA",11,0,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,69,2,10,0,14,0,0,69,5338.544,0,42.708352,0,44.8841756348881,0,88.9757333333333,0,49.8732833333333
"7M_15Jan18","2018-01-15","2018-02-08","2018-01-15 15:30:56","2018-01-29 09:35:57",24,13.7534837962963,271,"7M",41.6522,-121.69286,"Mule Deer","57","BC, guest","East of Hill 23","No sign of 7M upon approach. Carcass secured with Python lock","Adult","Male","7M","UNKNOWN; SQUIRREL Douglas; BOBCAT; COYOTE; PUMA",5,0,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,20,1,5,0,3,0,0,20,314.169,0,26.18075,0,22.3207698267576,0,5.23615,0,9.45276666666667
"7M_1Feb18","2018-02-01","2018-03-29","2018-02-01 11:23:55","2018-02-18 15:15:05",56,17.1605324074074,49,"7M",41.64445,-121.79482,"Mule Deer","57","RL, EL","North of Gardiner Mtn.","No sign of 7M when setting camera","Adult","Female","7M","UNKNOWN; COYOTE; SQUIRREL Douglas; MOUSE; BIRD (other); CHIPMUNK; PUMA",7,0,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,4,2,1,0,1,0,0,4,0,0,0,0,NA,NA,0,0,0
"7M_22Jan18","2018-01-22","2018-02-15","2018-01-22 11:11:24","2018-02-02 19:31:28",24,11.3472685185185,233,"7M",41.65615,-121.69997,"Mule Deer","52","RL, EL","Four Corners","No sign of 7M when setting camera, used camera stake","Adult","Male","7M","UNKNOWN; RAVEN common; COYOTE; PUMA",4,0,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,25,32,1,0,19,0,0,25,1115.33,0,31.8665714285714,0,36.1413150858467,0,18.5888333333333,0,0.969133333333333
"7M_23Nov18","2018-11-23","2019-01-07","2018-11-23 16:54:45","2018-12-12 18:20:48",45,19.0597569444444,408,"7M",41.61287,-121.73378,"Mule Deer","53","WB, guest","Garner Mt","A bit of snow there showed 7M's tracks leaving cache site, and his beacon was bumping when we parked the truck, so we likely bumped him off the carcass.","Adult","Male","7M; PUMA unidentifiable","UNKNOWN; RAVEN common; COYOTE; SQUIRREL Douglas; BOBCAT; LAGOMORPH; PUMA",7,0,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,59,12,42,1,9,2,0,59,514.686,0,19.7956153846154,0,22.1933055763704,0,8.5781,0,18.4513666666667
"7M_24Apr18","2018-04-24","2018-05-17","2018-04-24 14:17:57","2018-05-15 23:35:10",23,21.3869560185185,201,"7M",41.74989,-121.70531,"Mule Deer","59","WB, EL","Bonita Butte","Bumped 7M upon approach. First saw him trotting away from us at ~55m. He was likely sitting very close to the carcass.","Adult","Male","7M","UNKNOWN; VULTURE turkey; MOUSE; BOBCAT; WOODRAT white-footed; RAVEN common; COYOTE; PUMA",8,0,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993,0,0.993,0,NA,0,0.01655,0,5.76573333333333
"7M_24May18","2018-05-24","2018-06-16","2018-05-24 13:04:50","2018-06-14 23:29:11",23,21.4335763888889,1767,"7M",41.66157,-121.67216,"Mule Deer","59","WB, EW","Hill 23","Heard 7M on receiver before we approached but did not see him","Adult","Female","7M","UNKNOWN; COYOTE; CHIPMUNK; BEAR black; VULTURE turkey; SQUIRREL golden-mantled ground; LAGOMORPH; PUMA",8,0,FALSE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,232,230,53,0,33,1,1,232,3154.86,0,28.1683928571429,0,20.371553120638,0,52.581,18.9707666666667,105.572066666667
"7M_25Aug18","2018-08-25","2018-09-17","2018-08-25 14:50:20","2018-09-12 10:46:42",23,17.8308101851852,1399,"7M",41.59615,-121.7589,"Mule Deer","56","JH, BC","Tamarack Flat","No sign of 7M on approach, camera is screwed to log","Adult","Female","7M","UNKNOWN; CHIPMUNK; SQUIRREL golden-mantled ground; SQUIRREL Douglas; VULTURE turkey; RAVEN common; BIRD (other); PUMA",8,0,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,47,0,2,0,0,0,0,47,5502.704,0,45.4768925619835,0,60.4141904971839,0,91.7117333333333,0,139.42955
"7M_29Apr18","2018-04-29","2018-05-24",NA,NA,25,NA,0,"7M",41.66167,-121.70919,"Mule Deer","54","RL, EL","E of Hill 22","Heard 7M on receiver before we approached but did not see him","Adult","Female",NA,NA,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0
"7M_29Sep18","2018-09-29","2019-07-22","2018-09-29 10:20:13","2018-10-20 13:45:49",296,21.1011111111111,492,"7M",41.60998,-121.6722,"Mule Deer","57","JH, WB","Little Mt. Hoffman ","No sign of 7M but did hear his collar on the reciever from the road. Slope 20%. Canopy cover 36.75. Aspect 256. Conifer mix, fir and pine. Shrubs mostly just seedlings, some gooseberry and ceanothus. Road used for nearest edge 160m. Nearest open 15m. Nearest hiding 2m. Camera still active. No kill site found all veg from cache site. No additional samples collected. No scavenger sign observed. 76-100% consumption. ","Fawn","Male","7M; PUMA unidentifiable","UNKNOWN; CHIPMUNK; BIRD (other); SQUIRREL Douglas; BOBCAT; MOUSE; OTHER; WOODRAT white-footed; BEAR black; ROBIN American; PUMA",11,0,FALSE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,8,0,4,0,0,0,0,8,84.349,0,14.0581666666667,0,9.50734666280065,0,1.40581666666667,26.7305,2.71075
"7M_5Jul18","2018-07-05","2018-09-04","2018-07-05 16:15:52","2018-07-26 19:34:08",61,21.1376851851852,842,"7M",41.54074,-121.769,"Mule Deer","60","WB, TS","Red Cap Mt","No sign of 7M ","Adult","Female","7M","UNKNOWN; LAGOMORPH; CHIPMUNK; SQUIRREL Douglas; MOUSE; BOBCAT; VULTURE turkey; BIRD (other); BEAR black; PUMA",10,0,FALSE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,9,6,4,0,9,0,0,9,511.61,0,63.95125,0,72.1930003467887,0,8.52683333333333,101.292333333333,0.737566666666667
"7M_8Aug18","2018-08-08","2018-09-04","2018-08-08 12:11:44","2018-08-29 22:19:42",27,21.4221990740741,2370,"7M",41.57119,-121.65154,"Mule Deer","57 (Box 59)","JK, BC","Little Mount Hoffman ","No sign of 7M on approach","Adult","Male","7M","UNKNOWN; RAVEN common; VULTURE turkey; BEAR black; BIRD (other); MOUSE; PUMA",7,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,14.566,0,7.283,0,8.17274017695412,0,0.242766666666667,120.46725,772.396349999999
"7M_9Oct18","2018-10-09","2018-12-20","2018-10-09 13:20:39","2018-10-28 22:08:26",72,19.3665162037037,343,"7M",41.552,-121.816,"Mule Deer","55","EW, JH","Typhoon Mesa","","Adult","Male","7M; PUMA unidentifiable","UNKNOWN; BEAR black; BIRD (other); RAVEN common; CHIPMUNK; MOUSE; PUMA",7,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,26,0,0,0,0,0,0,26,767.694,0,16.689,0,11.9801540780298,0,12.7949,4.81656666666667,1.21751666666667
"8F_14Dec18","2018-12-14","2019-01-09","2018-12-20 10:08:54","2018-12-19 16:28:18",26,-0.736527777777778,1824,"8F",41.61138,-121.82216,"Mule Deer","60","JH, JK","N Garner Mountain ","Bumped a cat on approach, not sure if 8F or a kitten; 8F heard on receiver from the truck","Adult","Female","8F; KITTEN1; KITTEN2","JAY Stellar's; UNKNOWN; FOX gray; RAVEN common; COYOTE; MOUSE; BOBCAT; ROBIN American; SQUIRREL Douglas; BIRD (other); PUMA",11,2,FALSE,FALSE,TRUE,TRUE,TRUE,113,71,2,28,18,1,2,30,0,1,21,0,0,0,143,3198.916,9292.206,59.2391851851852,59.186025477707,71.5627465019926,105.03180784843,208.185366666667,0,221.952383333333
"8F_16Jan18","2018-01-16","2018-02-11","2018-01-16 11:24:58","2018-02-06 23:46:09",26,21.5147106481481,240,"8F",41.70723,-122.01733,"Mule Deer","58","WB, RL","Mt Hebron","No sign of 8F or kittens when deploying camera.","Adult","Female","PUMA unidentifiable; KITTEN1; 8F; 1F; KITTEN2; KITTEN3; 3M","UNKNOWN; DEER Mule; SKUNK striped; PUMA",4,3,FALSE,FALSE,FALSE,FALSE,TRUE,6,4,0,18,4,0,0,14,2,0,1,2,0,0,20,536.349,1107.161,76.6212857142857,52.7219523809524,114.13407904261,54.8435769844347,27.3918333333333,0,0
"8F_19Jan18","2018-01-19","2018-02-10","2018-01-19 10:39:26","2018-02-09 04:47:08",22,20.7553472222222,981,"8F",41.69924,-122.02935,"Mule Deer","60","WB, RL","Mt Hebron","No sign of 8F or kittens when deploying camera; Lots of fresh tracks in the snow from them, though, and we picked up a strong VHF signal from her as we parked the truck.","Adult","Male","8F; KITTEN1; KITTEN2; KITTEN3","UNKNOWN; EAGLE golden; BIRD (other); MAGPIE; RAVEN common; COYOTE; DEER Mule; FOX gray; LAGOMORPH; PUMA",10,3,FALSE,FALSE,FALSE,TRUE,TRUE,30,2,0,42,1,0,0,34,0,0,4,0,0,0,64,1127.482,3686.648,36.3703870967742,68.2712592592593,42.7810889121797,78.4895237970889,80.2355,0,119.594866666667
"8F_20Nov18","2018-11-20","2019-07-18","2018-11-20 12:52:48","2018-11-22 00:16:03",240,1.47447916666667,1063,"8F",41.40966,-122.10427,"Mule Deer","56","WB, guest","E Mt Shasta","No sign of 8F or kittens, but we heard her beacon when parking truck. Retrieval: prey record no longer in app. Cam was off, veg done at cache pile (full of hair and remaining bones). No scavenger sign discernible. Aspect: 87, slope: 24, CC: 31.25, red Fir, no shrubs/shrub cover, nearest edge: 100m, nearest open: 8m  ","Adult","Female","8F; KITTEN1","UNKNOWN; BEAR black; PUMA",3,1,FALSE,TRUE,FALSE,FALSE,TRUE,1,0,0,0,0,0,0,16,0,0,0,0,0,0,17,349.095,0,19.3941666666667,0,19.7440837460387,0,5.81825,321.766616666667,0
"8F_21Sep18","2018-09-21","2018-10-25","2018-09-21 13:27:15","2018-10-12 17:02:43",33,21.107962962963,802,"8F",41.55665,-121.74346,"Mule Deer","56","EW, BC","Red Cap Mt","No sign of 8F","Fawn","Male","KITTEN1; KITTEN2; 8F; PUMA unidentifiable","UNKNOWN; SKUNK striped; BEAR black; SQUIRREL Douglas; MOUSE; LAGOMORPH; SQUIRREL golden-mantled ground; CHIPMUNK; PUMA",9,2,FALSE,TRUE,FALSE,FALSE,TRUE,33,1,1,2,0,1,2,7,2,0,1,0,0,0,40,299.399,1591.127,19.9599333333333,46.7978529411765,21.7452729262729,83.7316108792388,31.5087666666667,115.251566666667,0
"8F_22Mar18","2018-03-22","2018-04-14","2018-03-22 16:28:58","2018-04-12 12:04:42",23,20.8581481481481,1907,"8F",41.70523,-121.99333,"Mule Deer","59","BC","Mt Hebron","Collared doe","Adult","Female","KITTEN1; KITTEN2; KITTEN3; 8F; 3M","UNKNOWN; FOX gray; CHIPMUNK; BIRD (other); DEER Mule; SQUIRREL California ground; REPTILE; SQUIRREL golden-mantled ground; PUMA",9,3,FALSE,FALSE,FALSE,FALSE,TRUE,51,49,0,36,25,1,0,57,29,1,1,7,0,0,108,1026.917,2220.11,24.4504047619048,32.1755072463768,22.7268943067937,36.3155668256916,54.1171166666667,0,5.84566666666667
"8F_25Feb18","2018-02-25","2018-03-19","2018-02-25 09:18:35","2018-03-18 08:12:24",22,20.9540393518519,308,"8F",41.6269,-121.97408,"Mule Deer","56","RL, EL","Tennant","No sign of 8F when deploying camera, fresh kitten tracks in snow","Adult","Female","KITTEN1; 8F; KITTEN2; KITTEN3; PUMA unidentifiable","UNKNOWN; JAY Stellar's; BIRD (other); COYOTE; MAGPIE; RAVEN common; DEER Mule; SKUNK striped; PUMA",9,3,FALSE,FALSE,FALSE,TRUE,TRUE,15,2,0,10,0,0,0,4,0,0,2,0,0,0,19,121.229,422.145,30.30725,42.2145,29.9865337596173,60.502711425467,9.05623333333333,0,22.8358
"8F_28Mar18","2018-03-28","2018-04-19","2018-03-28 14:54:42","2018-04-18 13:18:53",22,20.9751273148148,609,"8F",41.71191,-121.94151,"Mule Deer","57","RL, BC","Round Valley","No sign of 8F or kittens.  Photos from deployment uploaded","Adult","Female","KITTEN1; 8F; KITTEN2; KITTEN3; PUMA unidentifiable","UNKNOWN; BIRD (other); FOX gray; SQUIRREL California ground; CHIPMUNK; COYOTE; RAVEN common; MOUSE; PUMA",9,3,FALSE,FALSE,FALSE,TRUE,TRUE,20,3,1,16,3,0,3,10,2,1,9,2,0,0,30,132.837,635.007,13.2837,25.40028,7.16888176697655,28.9603290619542,12.7974,0,80.9034333333333
"8F_29Apr18","2018-04-29","2018-05-22","2018-04-29 14:07:10","2018-05-08 17:33:07",23,9.14302083333333,3220,"8F",41.64806,-121.99086,"Mule Deer","55","WB, EL","Orr Lake","Bumped 8F and all 3 kittens upon approach. They were ~10m from the carcass under a large juniper. 8F and two of the kittens ran away when we were ~25m away. The third kitten hid behind a bush until we were ~10m away. We talked softly the whole time.","Adult","Male","KITTEN1; 8F; KITTEN2; KITTEN3; PUMA unidentifiable","UNKNOWN; COYOTE; MAGPIE; VULTURE turkey; RAVEN common; EAGLE golden; PUMA",7,3,FALSE,FALSE,FALSE,TRUE,TRUE,115,134,17,48,3,0,0,84,49,27,3,5,0,0,199,2755.758,5108.87,43.05871875,31.5362345679012,64.3755830571762,33.6498083422861,131.077133333333,0,333.9357
"8F_29May18","2018-05-29","2018-07-12",NA,NA,44,NA,0,"8F",41.44448,-121.98547,"Mule Deer","51","WB, JH","Dry Creek Peak","No sign of 8F and kittens","Adult","Female",NA,NA,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0
"8F_3Sep18","2018-09-03","2018-11-12","2018-09-03 15:31:02","2018-09-24 19:10:19",69,21.1522800925926,1496,"8F",41.5241,-122.08944,"Mule Deer","53","JK, JH","Whaleback/Pomeroy Creek","Heard 8F on receiver before approaching, but no visual ","Adult","Male","KITTEN1; 8F","UNKNOWN; BEAR black; VULTURE turkey; SKUNK western spotted; CHIPMUNK; SQUIRREL Douglas; MOUSE; SQUIRREL golden-mantled ground; FOX gray; BIRD (other); FLICKER northern; PUMA",12,1,FALSE,TRUE,FALSE,FALSE,TRUE,38,0,2,0,0,0,1,8,0,0,0,0,0,0,46,893.708,2570.389,68.7467692307692,40.162328125,78.8916476041178,43.2794386311093,57.73495,106.4179,26.3856666666667
"8F_4Jun18","2018-06-04","2018-07-12",NA,NA,38,NA,0,"8F",41.45667,-122.00901,"Mule Deer","55","WB, JK","Ash Creek Butte","Saw 8F run away when we were ~80m away, uphill. No sign of the kittens.","Adult","Female",NA,NA,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0
"8F_7Jun18","2018-06-07","2018-07-13",NA,NA,36,NA,0,"8F",41.45361,-122.10503,"Mule Deer","58","WB, NV","Brewer Creek TH","No sign of 8F, but bear had taken over carcass before deployment.","Adult","Female",NA,NA,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0
"8F_9Mar18","2018-03-09","2018-04-01",NA,NA,23,NA,0,"8F",41.69937,-121.98071,"Mule Deer","51","BC, RL","N of Orr","Potential SD card malfunction","Adult","Male",NA,NA,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0
"9F_14Mar19","2019-03-14","2019-04-09","2019-03-14 14:38:28","2019-04-04 16:15:19",26,21.0672569444444,513,"9F",41.69566,-121.90418,"Mule Deer","51","JK, HB","Cedar Mt","9F heard of omni after setting the camera, likely close","Fawn","Male","9F","UNKNOWN; BIRD (other); SQUIRREL Douglas; SKUNK western spotted; BEAR black; MOUSE; BOBCAT; PUMA",8,0,FALSE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,40,0,17,0,0,0,0,40,1358.353,0,30.8716590909091,0,31.1578251927432,0,22.6392166666667,26.6965833333333,3.82281666666667
"9F_17Apr19","2019-04-17","2019-06-03","2019-04-17 12:56:47","2019-04-22 20:27:11",47,5.31277777777778,1356,"9F",41.72965,-121.90544,"Mule Deer","64","JK, SS","Cedar Mt","9F heard on omni before site visit, but not after. ","Adult","Female","9F","UNKNOWN; SQUIRREL golden-mantled ground; PUMA",3,0,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,192,1,61,0,1,1,0,192,14465.97,0,48.2199,0,62.3808912114743,0,241.0995,0,0
"9F_18Dec18","2018-12-18","2019-01-11","2018-12-18 12:19:34","2019-01-04 10:36:41",24,16.9285532407407,267,"9F",41.71793,-121.73331,"Mule Deer","","JH, EW","Three sisters","9F was heard on the reciever when we parked, did not see her and did not hear her on the reciever when we left","Adult","Male","9F","UNKNOWN; BEAR black; COYOTE; JAY Stellar's; ROBIN American; BIRD (other); PUMA",7,0,FALSE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,13,0,10,0,0,0,0,13,591.463,0,34.7919411764706,0,37.7096619987348,0,9.85771666666667,20.0445833333333,0.0330666666666667
"9F_19Mar18","2018-03-19","2018-04-09","2018-03-19 10:36:27","2018-04-09 12:07:14",21,21.1047106481481,740,"9F",41.7156,-121.89013,"Mule Deer","52","RL, EL","Cedar mtn","No sign of 9F when approaching. Tracks from night before","Adult","Male","9F","UNKNOWN; LAGOMORPH; SQUIRREL Douglas; BEAR black; PUMA",5,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,115,3,71,0,1,0,0,115,3448.603,0,28.9798571428571,0,30.6640683114883,0,57.4767166666667,15.0167666666667,0
"9F_1Sep18","2018-09-01","2018-10-13","2018-09-01 16:03:27","2018-09-22 18:47:33",41,21.1139583333333,895,"9F",41.76899,-122.11115,"Mule Deer","57 (Box 59)","WB, BC","Ball Mt","No sign of 9F","Fawn","Male","9F","UNKNOWN; SQUIRREL Douglas; BIRD (other); CHIPMUNK; BEAR black; SKUNK western spotted; SQUIRREL California ground; PUMA",8,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,2,1,4,0,0,0,0,2,24.662,0,24.662,0,NA,0,0.411033333333333,0.8881,0
"9F_22May18","2018-05-22","2018-06-15",NA,NA,24,NA,0,"9F",41.711,-121.1891,"Mule Deer","55","BC, JH","Cedar Mountain","No sign of 9F","Yearling","Male",NA,NA,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0
"9F_23Aug18","2018-08-23","2018-09-17","2018-08-23 10:18:39","2018-09-13 09:51:44",25,20.9813078703704,555,"9F",41.7519,-122.16244,"Mule Deer","","JH, JK","Fox Flat","No sign of 9F on approach, camera is screwed to tree!","Adult","Female","9F","UNKNOWN; VULTURE turkey; RAVEN common; BEAR black; COYOTE; SQUIRREL Douglas; PUMA",7,0,FALSE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,47.065,0,23.5325,0,8.89469620054558,0,0.784416666666667,54.10645,74.1479666666667
"9F_29Jan19","2019-01-29","2019-03-27","2019-01-29 12:18:20","2019-02-16 21:44:48",57,18.3933796296296,426,"9F",41.73348,-121.7724,"Mule Deer","60","WB, JH","Sharp Mountain","No sign of 9F","Adult","Female","9F","UNKNOWN; COYOTE; SKUNK striped; MAGPIE; ROBIN American; PUMA",6,0,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,12,1,20,2,0,0,0,12,357.814,0,29.8178333333333,0,21.2413795513009,0,5.96356666666667,0,28.2853666666667
"9F_2May18","2018-05-02","2018-05-30",NA,NA,28,NA,0,"9F",41.71085,-121.88557,"Mule Deer","55","WB, EW","Cedar Mt","9F not on carcass","Adult","Female",NA,NA,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0
"9F_3Apr19","2019-04-03","2019-04-30","2019-04-03 11:38:00","2019-04-22 08:34:02",27,18.913912037037,291,"9F",41.69084,-121.96023,"Mule Deer","58","JH, HS","Kegg","9F not seen or heard upon approach","Adult","Female","9F","UNKNOWN; COYOTE; SQUIRREL Douglas; SQUIRREL golden-mantled ground; DEER Mule; PUMA",6,0,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,26,6,26,0,5,0,0,26,71.192,0,17.798,0,16.2664981480342,0,1.18653333333333,0,8.0884
"9F_4Apr18","2018-04-04","2018-04-26","2018-04-04 15:52:04","2018-04-25 08:14:28",22,20.6822222222222,958,"9F",41.7399,-121.91327,"Mule Deer","55","RL, BC","North of Cedar","","Fawn","Male","9F","UNKNOWN; SQUIRREL western gray; COYOTE; SQUIRREL Douglas; COW domestic; RAT; CHIPMUNK; PUMA",8,0,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,126,12,41,0,6,0,1,126,3697.268,0,28.4405230769231,0,27.6715036749224,0,61.6211333333333,0,19.4609666666667
"9F_7Dec18","2018-12-07","2019-01-10","2018-12-07 15:11:29","2018-12-28 22:03:50",34,21.2863541666667,1235,"9F",41.72003,-121.77759,"Mule Deer","58","JH, JK","Sharp Mountain","no sign of 9F","Adult","Female","9F","UNKNOWN; MAGPIE; EAGLE golden; RAVEN common; BEAR black; BIRD (other); WOODRAT white-footed; MOUSE; SKUNK western spotted; FOX gray; PUMA",11,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,711.952,0,24.5500689655172,0,28.164984574228,0,11.8658666666667,21.5901,497.8193
"9F_9Jul18","2018-07-09","2018-08-12","2018-07-09 12:21:57","2018-07-29 01:47:51",34,19.5596527777778,140,"9F",41.7448,-122.13079,"Mule Deer","54","JK, BC","Fox Flat","No sign of 9F","Fawn","Unknown","9F","UNKNOWN; FOX gray; SQUIRREL Douglas; SQUIRREL golden-mantled ground; DEER Mule; BOBCAT; VULTURE turkey; CHIPMUNK; BEAR black; PUMA",10,0,FALSE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,10,0,2,0,0,0,0,10,565.051,0,56.5051,0,37.7557507862489,0,9.41751666666667,2.184,2.60081666666667
